ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
0000881FF662E7F9,classic_bike,"2024-09-21 20:30:03","2024-09-21 20:35:37","Sheffield Ave & Fullerton Ave",TA1306000016,"Lincoln Ave & Diversey Pkwy",TA1307000064,41.9256,-87.6537,41.9322,-87.6586,casual
00008F187F284A7F,electric_bike,"2024-07-08 14:08:13","2024-07-08 14:25:11","Broadway & Argyle St",13108,,,41.9737,-87.6597,41.94,-87.67,casual
0000903D6B7C70CA,classic_bike,"2024-06-08 11:13:27","2024-06-08 11:26:10","Ada St & Washington Blvd",13353,"Western Ave & Monroe St",15667,41.8828,-87.6612,41.8814,-87.6866,member
0000925D38B7722C,electric_bike,"2024-10-08 17:41:10","2024-10-08 18:02:10",,,,,41.94,-87.65,41.91,-87.66,casual
000097FDF13755CE,classic_bike,"2024-04-17 17:15:23","2024-04-17 19:21:23","McClurg Ct & Ohio St",TA1306000029,"Sheffield Ave & Webster Ave",TA1309000033,41.8926,-87.6173,41.9215,-87.6538,casual
00009812CDCB8D3C,classic_bike,"2024-09-17 12:43:52","2024-09-17 12:57:05","Burnham Harbor",15545,"Federal St & Polk St",SL-008,41.8574,-87.6138,41.8721,-87.6295,member
00009C7061F12E71,classic_bike,"2024-06-21 11:47:16","2024-06-21 12:06:46","Damen Ave & Sunnyside Ave",TA1309000012,"Clark St & Bryn Mawr Ave",KA1504000151,41.9632,-87.6793,41.9836,-87.6692,casual
00009E06AC9E8FF4,electric_bike,"2024-10-16 12:19:02","2024-10-16 12:22:15",,,,,41.93,-87.66,41.92,-87.67,member
0000A44D4B58B8A0,classic_bike,"2024-02-20 14:52:37","2024-02-20 15:08:48","Orleans St & Hubbard St",636,"Dearborn St & Monroe St",TA1305000006,41.89,-87.6366,41.8813,-87.6295,member
0000A516825171E9,electric_bike,"2023-12-15 07:40:01","2023-12-15 08:01:58",,,,,41.91,-87.65,41.9,-87.63,member
0000A7FAFB8C7D58,electric_bike,"2024-08-03 00:07:40","2024-08-03 00:16:37","Leavitt St & Belmont Ave",KA17018068,"Wilton Ave & Belmont Ave",TA1307000134,41.9394,-87.6833,41.9402,-87.6529,casual
0000AB54F17D5D26,classic_bike,"2024-04-24 12:34:06","2024-04-24 12:38:42","Woodlawn Ave & 58th St",22002,"Kimbark Ave & 53rd St",TA1309000037,41.7894,-87.5965,41.7996,-87.5947,member
0000AD4F2376F4C3,electric_bike,"2024-07-04 19:33:30","2024-07-04 19:48:48",,,,,41.94,-87.66,41.91,-87.64,casual
0000AEE6A928FBB7,classic_bike,"2024-07-27 18:06:40","2024-07-27 19:51:55","Broadway & Wilson Ave",13074,"Sheridan Rd & Lawrence Ave",TA1309000041,41.9652,-87.6581,41.9695,-87.6547,casual
0000B0AA568E63CB,classic_bike,"2024-11-27 09:21:42","2024-11-27 09:29:15","MLK Jr Dr & 29th St",TA1307000139,"State St & 35th St",TA1307000129,41.8421,-87.617,41.831,-87.6268,member
0000B1262DB50115,electric_bike,"2023-12-06 16:41:31","2023-12-06 16:45:11",,,,,41.83,-87.63,41.83,-87.63,member
0000B8C63C09EDDB,classic_bike,"2024-09-20 12:20:35","2024-09-20 12:26:38","Clinton St & Madison St",TA1305000032,"Franklin St & Jackson Blvd",TA1305000025,41.8828,-87.6412,41.8777,-87.6353,casual
0000BB813C8D3183,classic_bike,"2024-04-13 19:10:55","2024-04-13 19:18:54","Montrose Harbor",TA1308000012,"Montrose Harbor",TA1308000012,41.964,-87.6382,41.964,-87.6382,casual
0000C1874B01628D,classic_bike,"2024-05-25 19:06:54","2024-05-25 19:33:14","Wilton Ave & Belmont Ave",TA1307000134,"Wells St & Concord Ln",TA1308000050,41.9402,-87.6529,41.9121,-87.6347,casual
0000C3382290D067,electric_bike,"2024-07-05 23:12:49","2024-07-05 23:16:51","Delano Ct & Roosevelt Rd",KA1706005007,"Wabash Ave & Roosevelt Rd",TA1305000002,41.8675,-87.6323,41.8672,-87.626,casual
0000C33EB7F92AED,classic_bike,"2023-12-23 12:18:18","2023-12-23 12:27:46","Southport Ave & Wellington Ave",TA1307000006,"Broadway & Cornelia Ave",13278,41.9358,-87.6636,41.9455,-87.6464,member
0000C9AA5E124BAB,electric_bike,"2024-06-26 19:07:38","2024-06-26 19:28:05",,,"Halsted St & 21st St",13162,41.92,-87.66,41.8538,-87.6466,member
0000C9ADE5F31C27,classic_bike,"2024-06-21 15:16:11","2024-06-21 16:09:07","Sheridan Rd & Montrose Ave",TA1307000107,"Fairbanks Ct & Grand Ave",TA1305000003,41.9617,-87.6546,41.8918,-87.6206,casual
0000CA1A3F48D619,classic_bike,"2024-04-14 10:21:05","2024-04-14 10:27:48","Damen Ave & Cortland St",13133,"Wood St & Milwaukee Ave",13221,41.916,-87.6773,41.9077,-87.6726,casual
0000CA34A7F8D228,electric_bike,"2024-08-28 16:11:55","2024-08-28 16:15:05","Clark St & Bryn Mawr Ave",KA1504000151,"Clark St & Elmdale Ave",KA1504000148,41.9836,-87.6692,41.9909,-87.6697,member
0000CAE5C57D4A71,electric_bike,"2024-07-21 07:01:22","2024-07-21 07:01:27","Winchester (Ravenswood) Ave & Balmoral Ave",KA1504000147,,,41.9798,-87.6775,41.98,-87.68,member
0000CEAA351FED17,electric_bike,"2024-10-16 17:52:16","2024-10-16 18:18:36","Streeter Dr & Grand Ave",13022,"Damen Ave & Cortland St",13133,41.8923,-87.612,41.916,-87.6773,member
0000D0E369788F4D,classic_bike,"2024-06-22 11:46:18","2024-06-22 12:21:27","Streeter Dr & Grand Ave",13022,"Ritchie Ct & Banks St",KA1504000134,41.8923,-87.612,41.9069,-87.6262,casual
0000D1CFE61C3472,electric_bike,"2024-05-20 13:57:45","2024-05-20 14:25:59","Michigan Ave & Washington St",13001,"State St & Randolph St",TA1305000029,41.8842,-87.6245,41.8846,-87.6278,member
0000D271D8C7095A,electric_scooter,"2024-09-01 19:15:37","2024-09-01 19:32:25",,,"N Southport Ave & W Newport Ave",20257.0,41.94,-87.66,41.944,-87.664,member
0000D3D51587F5C9,classic_bike,"2024-07-31 18:24:25","2024-07-31 18:36:04","Halsted St & Clybourn Ave",331,"State St & Chicago Ave",21544,41.9097,-87.6481,41.8966,-87.6286,member
0000D896C7518141,electric_scooter,"2024-09-20 09:09:34","2024-09-20 09:18:11",,,"900 W Harrison St",13028,41.85,-87.65,41.8748,-87.6498,member
0000D8FCA976E491,electric_bike,"2024-10-08 13:47:17","2024-10-08 13:52:36","Wood St & Milwaukee Ave",13221,"Western Ave & Winnebago Ave",13068,41.9077,-87.6726,41.9155,-87.687,member
0000DA0D6F215438,classic_bike,"2024-11-09 19:36:25","2024-11-09 19:39:40","Halsted St & Wrightwood Ave",TA1309000061,"Wilton Ave & Diversey Pkwy",TA1306000014,41.9291,-87.6491,41.9324,-87.6527,member
0000DE1BB9C03273,electric_bike,"2024-05-21 07:56:08","2024-05-21 08:07:33",,,,,41.89,-87.63,41.87,-87.64,member
0000DEAC4E6C1D78,electric_bike,"2024-10-23 16:22:20","2024-10-23 16:32:43","Artesian Ave & Hubbard St",15664,"Western Ave & Winnebago Ave",13068,41.8895,-87.6883,41.9155,-87.687,casual
0000DFD84C5A1E24,electric_bike,"2024-05-05 09:38:57","2024-05-05 10:03:15",,,"Stave St & Armitage Ave",13266,41.97,-87.67,41.9177,-87.6914,member
0000E0910F7C9928,classic_bike,"2024-07-17 15:16:11","2024-07-17 15:34:15","Dusable Harbor",KA1503000064,"Shedd Aquarium",15544,41.887,-87.6128,41.8672,-87.6154,casual
0000E29F50F444CF,classic_bike,"2024-06-11 11:05:05","2024-06-11 11:11:14","Green St & Washington Blvd",13053,"Elizabeth St & Fulton St",13197,41.8832,-87.6487,41.8868,-87.6589,casual
0000E30FDDD5FBF2,electric_bike,"2024-03-13 16:40:45","2024-03-13 16:45:01","Wolcott Ave & Polk St",TA1309000064,"Loomis St & Lexington St",13332,41.8714,-87.6737,41.8722,-87.6614,member
0000E4C61245092C,classic_bike,"2024-09-21 17:06:55","2024-09-21 17:57:19","Shedd Aquarium",15544,"Mies van der Rohe Way & Chestnut St",15529,41.8672,-87.6154,41.8986,-87.6219,casual
0000E5815E522920,electric_bike,"2024-08-02 01:30:34","2024-08-02 01:37:10",,,"Broadway & Cornelia Ave",13278,41.94,-87.67,41.9455,-87.6464,member
0000E9A6C1495FC1,electric_bike,"2024-09-18 18:40:47","2024-09-18 18:43:26","Wolcott (Ravenswood) Ave & Montrose Ave",TA1307000144,,,41.9614,-87.6762,41.96,-87.68,casual
0000EC0E2D872EA1,classic_bike,"2024-05-18 15:11:19","2024-05-18 16:12:29","Griffin Museum of Science and Industry",KA1503000074,"DuSable Lake Shore Dr & Monroe St",13300,41.7917,-87.5839,41.881,-87.6167,member
0000ED49FFACA150,classic_bike,"2024-07-22 08:49:52","2024-07-22 08:58:24","Rush St & Superior St",15530,"Clark St & Schiller St",TA1309000024,41.8958,-87.6259,41.908,-87.6315,casual
0000ED993562A13F,electric_bike,"2024-10-25 22:03:05","2024-10-25 22:05:53","Clinton St & Washington Blvd",WL-012,,,41.8834,-87.6412,41.88,-87.64,member
0000EE48AF86B650,classic_bike,"2024-09-01 01:26:48","2024-09-01 01:30:57","LaSalle St & Illinois St",13430,"Kingsbury St & Kinzie St",KA1503000043,41.8908,-87.6317,41.8892,-87.6385,member
0000F0DC283B1EF1,classic_bike,"2024-01-26 11:51:01","2024-01-26 12:33:37","Clarendon Ave & Junior Ter",13389,"State St & Van Buren St",TA1305000035,41.961,-87.6496,41.8772,-87.6278,member
0000F7ABD33CBB0E,electric_bike,"2024-04-24 10:58:36","2024-04-24 11:01:11","California Ave & Montrose Ave",15622,"Rockwell St & Eastwood Ave",KA1504000093,41.9611,-87.6955,41.9659,-87.6936,member
0000F9CBD840633E,classic_bike,"2024-08-13 21:01:43","2024-08-13 21:15:40","Wells St & Evergreen Ave",TA1308000049,"Bissell St & Armitage Ave*",chargingstx1,41.9067,-87.6348,41.9183,-87.6522,casual
0000F9ED6D472D12,electric_bike,"2024-06-24 07:19:36","2024-06-24 07:34:39","Milwaukee Ave & Wabansia Ave",13243,"Clinton St & Washington Blvd",WL-012,41.9127,-87.6814,41.8834,-87.6412,member
0000FA2528000817,electric_bike,"2024-06-18 17:17:01","2024-06-18 17:24:42","Calumet Ave & 18th St",13102,"Federal St & Polk St",SL-008,41.8577,-87.6194,41.8721,-87.6295,member
0000FB68D18D032A,classic_bike,"2024-04-06 13:18:05","2024-04-06 13:27:09","Burling St & Diversey Pkwy",TA1309000036,"Halsted St & Dickens Ave",13192,41.9331,-87.6478,41.9199,-87.6488,casual
000102216DE09EC7,classic_bike,"2024-11-27 02:34:57","2024-11-27 02:46:31","Halsted St & 37th St",TA1307000161,"Leavitt St & Archer Ave",KA1503000068,41.8271,-87.6457,41.8288,-87.6806,casual
0001047C2C522324,classic_bike,"2023-12-14 15:35:56","2023-12-14 15:44:07","Clarendon Ave & Gordon Ter",13379,"Halsted St & Roscoe St",TA1309000025,41.9579,-87.6495,41.9437,-87.6489,member
000105E094A92B8A,electric_bike,"2024-09-21 08:12:11","2024-09-21 08:26:15",,,"Dusable Harbor",KA1503000064,41.92,-87.63,41.887,-87.6128,member
000106BF8016D11A,classic_bike,"2023-12-05 20:25:30","2023-12-05 20:28:29","Wells St & Hubbard St",TA1307000151,"LaSalle Dr & Huron St",KP1705001026,41.8899,-87.6343,41.8949,-87.6323,member
00010989E46B2F89,classic_bike,"2024-05-02 12:08:32","2024-05-02 12:27:09","Mies van der Rohe Way & Chicago Ave",13338,"Clark St & Wrightwood Ave",TA1305000014,41.8969,-87.6218,41.9295,-87.6431,member
